,,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
PP_OO_DbMiReSp_GOV54092038301,PP_OO_DbMiReSp_GOV,54092038301,ADDERALL XR,ADHD & NARCOLEPSY MEDICATIONS,8.5475,8.5475,8.5475,8.5475,8.5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54092046801,PP_OO_DbMiReSp_GOV,54092046801,MYDAYIS,ADHD & NARCOLEPSY MEDICATIONS,13.5529,13.6368,13.8972,14.2087,14.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54092047101,PP_OO_DbMiReSp_GOV,54092047101,MYDAYIS,ADHD & NARCOLEPSY MEDICATIONS,13.5529,13.6368,13.8972,14.2087,14.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54092047701,PP_OO_DbMiReSp_GOV,54092047701,MYDAYIS,ADHD & NARCOLEPSY MEDICATIONS,13.5529,13.6368,13.8972,14.2087,14.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54123091430,PP_OO_DbMiReSp_GOV,54123091430,ZUBSOLV,OPIOID PARTIAL AGONISTS,6.3647,6.5415,6.8184,7.0868,7.3469,5.324,5.5729,5.8089,6.0375,6.2591,2.143,2.2432,2.3381,2.4302,2.5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54436001004,PP_OO_DbMiReSp_GOV,54436001004,OTREXUP,CHRONIC INFLAMMATORY DISEASE,595.5125,616.1433,649.4126,682.3358,714.9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV54436035030,PP_OO_DbMiReSp_GOV,54436035030,NOCDURNA,POSTERIOR PITUITARY HORMONES,19.8643,19.8643,19.8643,19.8643,19.8643,16.554,16.554,16.554,16.554,16.554,8.7805,8.7805,8.7805,8.7805,8.7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55111015330,PP_OO_DbMiReSp_GOV,55111015330,ONDANSETRON HYDROCHLORIDE,ANTIEMETICS,24.7767,24.7767,24.7767,24.7767,24.7767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55111072030,PP_OO_DbMiReSp_GOV,55111072030,LAMOTRIGINE ER,ANTICONVULSANTS - 2ND GENERATION,14.9567,14.9567,14.9567,14.9567,14.9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55292013260,PP_OO_DbMiReSp_GOV,55292013260,SIGNIFOR,ENDOCRINE DISORDERS,440.8032,453.9389,480.0491,507.5765,536.5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55292014001,PP_OO_DbMiReSp_GOV,55292014001,SIGNIFOR LAR,ENDOCRINE DISORDERS,25106.42,25106.42,25106.42,25106.42,25106.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55494058030,PP_OO_DbMiReSp_GOV,55494058030,OSPHENA,OSTEOPOROSIS AGENTS,9.756,9.9194,10.1768,10.4245,10.6635,8.228,8.4591,8.6786,0,0,3.3118,3.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55494058090,PP_OO_DbMiReSp_GOV,55494058090,OSPHENA,OSTEOPOROSIS AGENTS,9.756,9.9194,10.1768,10.4245,10.6635,8.228,8.4591,8.6786,0,0,3.3118,3.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513002504,PP_OO_DbMiReSp_GOV,55513002504,ARANESP ALBUMIN FREE,RED BLOOD CELL STIMULATING AGENTS,1857.6,1857.6,1857.6,1857.6,1857.6,1548,1548,1548,1548,1548,410.22,410.22,410.22,410.22,410.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513014810,PP_OO_DbMiReSp_GOV,55513014810,EPOGEN,RED BLOOD CELL STIMULATING AGENTS,79.584,79.584,79.584,79.584,79.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513022301,PP_OO_DbMiReSp_GOV,55513022301,NPLATE,PLATELET RECEPTOR AGONISTS,1651.84,1703.2349,1800.5833,1900.9964,2004.5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513048201,PP_OO_DbMiReSp_GOV,55513048201,AMJEVITA,IMMUNOMODULATORS,2077.825,2077.825,2077.825,2077.825,2077.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513067001,PP_OO_DbMiReSp_GOV,55513067001,AVSOLA,CHRONIC INFLAMMATORY DISEASE,600,600,600,600,600,500,500,500,500,500,32.5,32.5,32.5,32.5,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513071001,PP_OO_DbMiReSp_GOV,55513071001,PROLIA,OSTEOPOROSIS AGENTS,2250.52,2343.6095,2517.0343,2696.3101,2881.4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55513084301,PP_OO_DbMiReSp_GOV,55513084301,AIMOVIG,MIGRAINE PRODUCTS,921.2,932.2014,950.8426,969.8566,989.2508,766.3927,781.7183,797.3503,813.2949,829.5583,480.9114,490.5282,500.3373,510.3425,520.5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55566150201,PP_OO_DbMiReSp_GOV,55566150201,NOVAREL,FERTILITY MEDICATIONS,202.55,206.9051,213.9341,220.5215,226.6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55566650003,PP_OO_DbMiReSp_GOV,55566650003,ENDOMETRIN,VAGINAL PROGESTINS,17.6933,17.781,18.0529,18.3767,18.7492,14.2024,14.32,14.5389,14.7997,15.0997,6.5041,6.558,6.6583,6.7777,6.9151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55566830301,PP_OO_DbMiReSp_GOV,55566830301,FIRMAGON,ONCOLOGY,586.14,586.14,586.14,586.14,586.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55566980002,PP_OO_DbMiReSp_GOV,55566980002,REBYOTA,LIVE FECAL MICROBIOTA,74.1763,75.1838,76.9121,78.576,80.1796,61.6083,63.0103,64.4587,65.8532,67.1971,3.0804,3.1505,3.2229,3.2927,3.3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV55724021121,PP_OO_DbMiReSp_GOV,55724021121,EUCRISA,ECZEMA TREATMENT,15.8682,16.4096,17.2503,18.0645,18.8522,13.3359,14.1034,14.826,15.5258,16.2028,4.3968,5.5356,5.8192,6.0939,6.3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV56176000800,PP_OO_DbMiReSp_GOV,56176000800,POGO AUTOMATIC BLOOD GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,62.4,62.4,62.4,62.4,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57237007530,PP_OO_DbMiReSp_GOV,57237007530,ONDANSETRON HYDROCHLORIDE,ANTIEMETICS,24.7783,24.7783,24.7783,24.7783,24.7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57237008663,PP_OO_DbMiReSp_GOV,57237008663,RIZATRIPTAN BENZOATE ODT,MIGRAINE PRODUCTS,33.2383,33.2383,33.2383,33.2383,33.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57237012001,PP_OO_DbMiReSp_GOV,57237012001,WARFARIN SODIUM,ORAL ANTICOAGULANTS,0.634,0.634,0.634,0.634,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57599081800,PP_OO_DbMiReSp_GOV,57599081800,FREESTYLE LIBRE 3/SENSOR/GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,86.58,90.216,96.0939,101.9517,107.7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57599972804,PP_OO_DbMiReSp_GOV,57599972804,PRECISION XTRA BLOOD GLUCOSE TEST STRIPS,DIABETES TEST STRIPS,1.742,1.742,1.742,1.742,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57664033888,PP_OO_DbMiReSp_GOV,57664033888,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.135,6.135,6.135,6.135,6.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57841115002,PP_OO_DbMiReSp_GOV,57841115002,TALICIA,MISC. ANTI-ULCER,5.9695,6.2252,6.6471,7.0726,7.5016,5.0637,5.4307,5.7987,0,0,2.3045,2.4715,2.4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57894003001,PP_OO_DbMiReSp_GOV,57894003001,REMICADE,CHRONIC INFLAMMATORY DISEASE,1401.38,1401.38,1401.38,1401.38,1401.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57894064011,PP_OO_DbMiReSp_GOV,57894064011,TREMFYA,IMMUNOMODULATORS,17479.73,17946.6003,18728.4439,19544.3486,20395.7982,14155.464,14791.6389,15436.0366,16108.5075,16810.2747,5520.634,7691.6565,8026.7435,8376.4286,8741.3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV57962014009,PP_OO_DbMiReSp_GOV,57962014009,IMBRUVICA,ONCOLOGY,241.8936,159.6357,159.6357,159.6357,159.6357,200.9669,100.4835,100.4835,100.4835,100.4835,7.9382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV58151036856,PP_OO_DbMiReSp_GOV,58151036856,RELPAX,MIGRAINE PRODUCTS,96.9217,101.7678,106.8561,112.1989,117.8089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV58406003204,PP_OO_DbMiReSp_GOV,58406003204,ENBREL SURECLICK,IMMUNOMODULATORS,2447.28,2484.6905,2548.3607,2613.6625,2680.6376,2023.8899,2075.752,2128.9432,2183.4973,2239.4495,623.5038,639.4811,655.8678,672.6744,689.9117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV58468007001,PP_OO_DbMiReSp_GOV,58468007001,ALDURAZYME,METABOLIC MODIFIERS,267.212,273.4466,284.443,295.2888,305.9889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV58468782003,PP_OO_DbMiReSp_GOV,58468782003,CAPRELSA,ONCOLOGY,354.928,360.8956,372.6568,384.8066,397.3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59011027160,PP_OO_DbMiReSp_GOV,59011027160,HYSINGLA ER,OPIOID AGONISTS & COMBOS,15.3702,15.9169,16.8053,17.6888,18.5676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59011041010,PP_OO_DbMiReSp_GOV,59011041010,OXYCONTIN,OPIOID AGONISTS & COMBOS,6.7987,7.1975,7.81,8.4082,8.9887,5.767,6.3421,6.8818,7.409,7.9205,2.6096,2.8698,3.114,3.3526,3.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59137050504,PP_OO_DbMiReSp_GOV,59137050504,RASUVO,CHRONIC INFLAMMATORY DISEASE,1162,1192.3364,1240.787,1288.159,1334.5172,957.6009,999.6587,1040.2798,1079.9967,1118.8636,548.2265,572.3046,595.5602,618.2981,476.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59137052004,PP_OO_DbMiReSp_GOV,59137052004,RASUVO,CHRONIC INFLAMMATORY DISEASE,581,596.1682,620.3935,644.0795,667.2586,478.8004,499.8293,520.1399,539.9983,559.4318,274.1132,286.1523,297.7801,309.149,238.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59137053004,PP_OO_DbMiReSp_GOV,59137053004,RASUVO,CHRONIC INFLAMMATORY DISEASE,435.75,447.1261,465.2951,483.0596,500.444,359.1003,374.872,390.1049,404.9988,419.5738,205.5849,214.6142,223.3351,231.8618,178.5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59137054004,PP_OO_DbMiReSp_GOV,59137054004,RASUVO,CHRONIC INFLAMMATORY DISEASE,348.6,357.7009,372.2361,386.4477,400.3552,287.2803,299.8976,312.0839,323.999,335.6591,164.4679,171.6914,178.6681,185.4894,142.8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59148003513,PP_OO_DbMiReSp_GOV,59148003513,REXULTI,ATYPICAL ANTIPSYCHOTICS,60.6277,62.4545,65.7651,69.2266,72.8455,50.9193,53.5039,56.3399,59.3054,62.4056,7.9125,8.3141,8.7548,9.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59148003613,PP_OO_DbMiReSp_GOV,59148003613,REXULTI,ATYPICAL ANTIPSYCHOTICS,60.6277,62.4545,65.7651,69.2266,72.8455,50.9193,53.5039,56.3399,59.3054,62.4056,7.9125,8.3141,8.7548,9.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59148003813,PP_OO_DbMiReSp_GOV,59148003813,REXULTI,ATYPICAL ANTIPSYCHOTICS,60.6277,62.4545,65.7651,69.2266,72.8455,50.9193,53.5039,56.3399,59.3054,62.4056,7.9125,8.3141,8.7548,9.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59148003913,PP_OO_DbMiReSp_GOV,59148003913,REXULTI,ATYPICAL ANTIPSYCHOTICS,60.6277,62.4545,65.7651,69.2266,72.8455,50.9193,53.5039,56.3399,59.3054,62.4056,7.9125,8.3141,8.7548,9.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59148004580,PP_OO_DbMiReSp_GOV,59148004580,ABILIFY MAINTENA,ATYPICAL ANTIPSYCHOTICS,2614,2691.5612,2830.3246,2974.4731,3124.2378,2195.0547,2304.7526,2423.5741,2547.0067,2675.2485,98.7775,103.7139,109.0608,114.6153,120.3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59310012906,PP_OO_DbMiReSp_GOV,59310012906,AIRDUO DIGIHALER 113/14,LABA LAMA COMBO,526.87,529.5897,538.0229,548.0742,559.6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59310030240,PP_OO_DbMiReSp_GOV,59310030240,QVAR REDIHALER,INHALED CORTICOSTEROIDS (ICS),24.7924,25.1753,25.8245,26.4725,27.1201,20.6703,21.2054,21.7522,22.298,22.8435,10.1574,12.4051,12.725,13.0443,13.3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59310030480,PP_OO_DbMiReSp_GOV,59310030480,QVAR REDIHALER,INHALED CORTICOSTEROIDS (ICS),33.2038,33.7164,34.5858,35.4534,36.3204,27.6803,28.3967,29.1289,29.8596,30.5898,13.6021,16.6121,17.0404,17.4679,17.8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59385002160,PP_OO_DbMiReSp_GOV,59385002160,BELBUCA,OPIOID PARTIAL AGONISTS,9.0313,9.4051,9.999,10.5848,11.1621,7.5836,8.1141,8.6265,0,0,3.3216,3.554,0.8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59385002360,PP_OO_DbMiReSp_GOV,59385002360,BELBUCA,OPIOID PARTIAL AGONISTS,14.184,14.7709,15.7036,16.6237,17.5302,11.9094,12.7425,13.5471,0,0,5.2164,5.5814,1.3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59385004130,PP_OO_DbMiReSp_GOV,59385004130,SYMPROIC,PERIPHERAL OPIOID RECEPTOR ANTAGONISTS,19.4357,20.2398,21.5178,22.7785,24.0206,16.3505,17.4942,18.5989,19.6885,20.7622,9.3607,10.0155,10.6479,11.2717,11.8864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59417010510,PP_OO_DbMiReSp_GOV,59417010510,VYVANSE,ADHD & NARCOLEPSY MEDICATIONS,15.5113,15.5113,15.5113,15.5113,15.5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59417011601,PP_OO_DbMiReSp_GOV,59417011601,VYVANSE,ADHD & NARCOLEPSY MEDICATIONS,15.5113,15.5113,15.5113,15.5113,15.5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59417011701,PP_OO_DbMiReSp_GOV,59417011701,VYVANSE,ADHD & NARCOLEPSY MEDICATIONS,15.5113,15.5113,15.5113,15.5113,15.5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59417012001,PP_OO_DbMiReSp_GOV,59417012001,VYVANSE,ADHD & NARCOLEPSY MEDICATIONS,15.5113,15.5113,15.5113,15.5113,15.5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59627033304,PP_OO_DbMiReSp_GOV,59627033304,AVONEX PEN,MS,10365.36,10609.7094,11045.1955,11477.1731,11905.7996,8619.8208,8961.3812,9329.21,9694.0754,10056.1104,1292.9731,1344.2072,1399.3815,1454.1113,1508.4166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59651010569,PP_OO_DbMiReSp_GOV,59651010569,ELETRIPTAN HYDROBROMIDE,MIGRAINE PRODUCTS,61.46,61.46,61.46,61.46,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59651021430,PP_OO_DbMiReSp_GOV,59651021430,AZELASTINE HYDROCHLORIDE,NASAL AGENTS,3.508,3.508,3.508,3.508,3.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59651024130,PP_OO_DbMiReSp_GOV,59651024130,IMATINIB MESYLATE,ONCOLOGY,364.4077,364.4077,364.4077,364.4077,364.4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59651042011,PP_OO_DbMiReSp_GOV,59651042011,SILDENAFIL CITRATE,PULMONARY ARTERIAL HYPERTENSION,87.3875,87.3875,87.3875,87.3875,87.3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59651060130,PP_OO_DbMiReSp_GOV,59651060130,DEFLAZACORT,GLUCOCORTICOSTEROIDS,552.563,552.563,552.563,552.563,552.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676031001,PP_OO_DbMiReSp_GOV,59676031001,PROCRIT,RED BLOOD CELL STIMULATING AGENTS,320.7,320.7,320.7,320.7,320.7,0,267.25,267.25,267.25,267.25,0,50.7775,50.7775,50.7775,50.7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676032004,PP_OO_DbMiReSp_GOV,59676032004,PROCRIT,RED BLOOD CELL STIMULATING AGENTS,641.4,641.4,641.4,641.4,641.4,0,534.5,534.5,534.5,534.5,0,101.555,101.555,101.555,101.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676034001,PP_OO_DbMiReSp_GOV,59676034001,PROCRIT,RED BLOOD CELL STIMULATING AGENTS,1282.8,1282.8,1282.8,1282.8,1282.8,0,1069,1069,1069,1069,0,203.11,203.11,203.11,203.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676036001,PP_OO_DbMiReSp_GOV,59676036001,ORTHOVISC,OSTEOARTHRITIS,286.8,286.8,286.8,286.8,286.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676056201,PP_OO_DbMiReSp_GOV,59676056201,PREZISTA,HIV-PROTEASE INHIBITOR,43.163,44.2593,46.2892,48.4213,50.6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59676056630,PP_OO_DbMiReSp_GOV,59676056630,PREZISTA,HIV-PROTEASE INHIBITOR,86.326,88.5186,92.5784,96.8425,101.3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59746012106,PP_OO_DbMiReSp_GOV,59746012106,MECLIZINE HCL,ANTIEMETICS,0.4014,0.4014,0.4014,0.4014,0.4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59762033302,PP_OO_DbMiReSp_GOV,59762033302,LATANOPROST,OPHTHALMIC PROSTAGLANDINS,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59762100301,PP_OO_DbMiReSp_GOV,59762100301,SIROLIMUS,TRANSPLANT,33.8954,33.8954,33.8954,33.8954,33.8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV59767001602,PP_OO_DbMiReSp_GOV,59767001602,PERTZYE,DIGESTIVE ENZYMES,6.5184,6.5505,6.65,6.7685,6.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60219164109,PP_OO_DbMiReSp_GOV,60219164109,PIRFENIDONE,PULMONARY FIBROSIS AGENTS,132.3594,132.3594,132.3594,132.3594,132.3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60219172206,PP_OO_DbMiReSp_GOV,60219172206,ETRAVIRINE,HIV-NNRTI,26.8185,26.8185,26.8185,26.8185,26.8185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60219234805,PP_OO_DbMiReSp_GOV,60219234805,TRAMADOL HYDROCHLORIDE,OPIOID AGONISTS & COMBOS,0.8338,0.8338,0.8338,0.8338,0.8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505013400,PP_OO_DbMiReSp_GOV,60505013400,CYCLOSPORINE,TRANSPLANT,17.6583,17.6583,17.6583,17.6583,17.6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505057701,PP_OO_DbMiReSp_GOV,60505057701,BRIMONIDINE TARTRATE,OPHTHALMIC ADRENERGIC AGENTS,44.332,44.332,44.332,44.332,44.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505058901,PP_OO_DbMiReSp_GOV,60505058901,BRIMONIDINE TARTRATE/TIMOLOL MALEATE,OPHTHALMIC BETA BLOCKERS,44.326,44.326,44.326,44.326,44.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505280707,PP_OO_DbMiReSp_GOV,60505280707,CARBAMAZEPINE ER,ANTICONVULSANTS - 2ND GENERATION,1.9642,1.9642,1.9642,1.9642,1.9642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505412907,PP_OO_DbMiReSp_GOV,60505412907,OXCARBAZEPINE ER,ANTICONVULSANTS - 2ND GENERATION,14.3,14.3,14.3,14.3,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505413007,PP_OO_DbMiReSp_GOV,60505413007,OXCARBAZEPINE ER,ANTICONVULSANTS - 2ND GENERATION,26.1819,26.1819,26.1819,26.1819,26.1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60505447703,PP_OO_DbMiReSp_GOV,60505447703,TERIFLUNOMIDE,MS,343.1293,343.1293,343.1293,343.1293,343.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV60687040583,PP_OO_DbMiReSp_GOV,60687040583,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,0.2596,0.2596,0.2596,0.2596,0.2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
